17.647381352412367,15.731237335136846,mean:15.0/15.0/deviation:1.0
15.683130663154737,15.389335949116568,mean:15.0/15.0/deviation:1.0
15.717194823761126,12.25593393652266,mean:15.0/15.0/deviation:1.0
16.961413998577008,13.216558139602439,mean:15.0/15.0/deviation:1.0
15.804482116000603,14.75123999488586,mean:15.0/15.0/deviation:1.0
14.83269371705498,13.519625391528479,mean:15.0/15.0/deviation:1.0
15.126433947803962,15.316262483601273,mean:15.0/15.0/deviation:1.0
13.639348215068672,13.513132098764787,mean:15.0/15.0/deviation:1.0
15.018125091976486,17.50788235272596,mean:15.0/15.0/deviation:1.0
16.292258788941687,15.504764776627956,mean:15.0/15.0/deviation:1.0
13.67137103966137,14.786547301793814,mean:15.0/15.0/deviation:1.0
14.363809092017624,14.700580187106592,mean:15.0/15.0/deviation:1.0
13.7303986950145,14.345477302935375,mean:15.0/15.0/deviation:1.0
13.838207148244136,17.0633598411016,mean:15.0/15.0/deviation:1.0
13.185941913472213,14.331135966168732,mean:15.0/15.0/deviation:1.0
15.14920391871151,16.04387968801768,mean:15.0/15.0/deviation:1.0
14.952086232267908,16.342757320997464,mean:15.0/15.0/deviation:1.0
15.01036281789013,16.738132639074422,mean:15.0/15.0/deviation:1.0
14.343921681918806,15.285115625763277,mean:15.0/15.0/deviation:1.0
15.77685031568911,14.559302602706659,mean:15.0/15.0/deviation:1.0
14.124556142587895,16.67932313844415,mean:15.0/15.0/deviation:1.0
13.590690595322451,14.260841920599756,mean:15.0/15.0/deviation:1.0
12.863169716595465,14.739771805925203,mean:15.0/15.0/deviation:1.0
13.033905979070353,15.567912280449121,mean:15.0/15.0/deviation:1.0
14.926953852513448,14.604318767732764,mean:15.0/15.0/deviation:1.0
15.648077554292282,14.978281567678179,mean:15.0/15.0/deviation:1.0
13.812790256574681,15.22401328346123,mean:15.0/15.0/deviation:1.0
15.171185186600821,15.68854525069409,mean:15.0/15.0/deviation:1.0
15.132736864443865,14.404160700464232,mean:15.0/15.0/deviation:1.0
